# TerraRad Tech AG
# PoLRa 3.2
# SN: 11
# FW version: v3.2.3
# offsetHPol: 1.0543062995332517
# offsetVPol: 3.443144175046205
# timezone: CET
Year,Month,Day,Time,UnixTime,uacs,urs,up1,up2,Tir,Tacs,Trs,Taux,Tp1,uacs_std,urs_std,up1_std,up2_std,nsubsamp,t_1s,t_line
2022 11 02 16:03:08 1667401388.01 1024.2502 1085.0513 1034.9376 1039.2559 0.00  301.90  301.77  304.21  288.40  1.20  1.05  0.89  0.77  25 15.88 62.35
2022 11 02 16:03:08 1667401388.07 1024.5437 1085.7320 1035.2285 1039.1913 0.00  301.90  301.77  304.21  288.34  0.94  0.93  0.79  1.06  25 15.81 62.89
2022 11 02 16:03:08 1667401388.13 1024.5969 1085.8318 1035.2755 1038.9103 0.00  301.90  301.77  304.21  288.34  1.13  0.95  0.95  0.92  25 15.82 62.84
2022 11 02 16:04:06 1667401446.32 1023.8834 1085.2270 1035.1075 1038.7929 0.00  302.15  301.96  304.84  288.02  0.91  0.93  0.85  0.88  25 16.02 63.05
2022 11 02 16:04:06 1667401446.38 1024.6977 1086.1552 1034.7317 1038.5245 0.00  302.15  301.96  304.84  288.02  0.99  1.22  0.94  0.90  25 16.00 62.75
2022 11 02 16:04:06 1667401446.44 1024.1776 1085.3868 1034.4456 1038.7372 0.00  302.15  301.96  304.84  288.02  0.97  0.85  0.71  0.70  25 16.10 63.15
2022 11 02 16:04:06 1667401446.51 1024.4311 1085.5309 1034.4646 1038.5963 0.00  302.15  301.96  304.84  288.02  0.73  1.24  0.87  0.94  25 16.11 63.12
2022 11 02 16:04:06 1667401446.57 1024.3070 1085.6093 1034.6651 1039.1354 0.00  302.15  301.96  304.84  288.15  0.90  0.82  0.97  1.13  25 15.82 62.86
2022 11 02 16:04:06 1667401446.64 1024.4740 1085.3996 1034.7210 1038.6708 0.00  302.15  301.96  304.84  288.15  1.19  1.01  0.95  1.07  25 15.83 62.85
2022 11 02 16:04:06 1667401446.70 1024.1531 1084.7170 1034.5653 1038.5156 0.00  302.15  301.96  304.84  288.15  0.91  1.20  0.93  0.86  25 15.84 62.63
2022 11 02 16:04:06 1667401446.76 1023.8616 1085.3455 1033.9935 1038.7948 0.00  302.15  301.96  304.84  288.15  0.82  1.00  0.81  0.76  25 15.59 62.32
2022 11 02 16:04:06 1667401446.82 1024.6940 1085.6609 1034.2955 1038.8590 0.00  302.15  301.96  304.84  288.02  0.68  1.08  1.32  0.94  25 15.29 62.08
2022 11 02 16:04:06 1667401446.89 1024.7877 1085.6722 1034.1148 1038.2570 0.00  302.15  301.96  304.84  288.02  0.95  1.22  1.23  0.82  25 15.81 62.87
2022 11 02 16:04:06 1667401446.95 1024.3186 1085.2643 1034.6479 1039.0436 0.00  302.15  301.96  304.84  288.02  1.04  0.95  1.21  0.90  25 15.85 62.84
2022 11 02 16:04:07 1667401447.01 1024.4477 1084.8809 1034.3867 1039.4572 0.00  302.15  301.96  304.84  288.15  0.79  0.91  0.78  0.76  25 15.92 62.90
2022 11 02 16:04:07 1667401447.08 1024.1680 1085.0530 1034.8494 1038.7428 0.00  302.15  301.96  304.84  288.15  0.90  0.86  1.06  0.89  25 15.90 62.94
2022 11 02 16:04:07 1667401447.14 1024.1573 1085.0885 1034.9603 1038.4603 0.00  302.15  301.96  304.84  288.15  0.50  0.75  0.95  1.01  25 15.86 62.87
